"unit_id","type","area","status","price","location","floor_number","transaction_id","customer_id","portfolio_id","monthly_rent"
"4807","Studio","401.75","Under Construction","1412944.46","Martinezview","2","","","23.0",""
"4808","Villa","295.18","Available","221100.54","Michaelton","14","","","308.0",""
"4809","Apartment","90.3","Available","1470192.57","South Samantha","11","408.0","4948.0","77.0",""
"4810","Apartment","199.22","Under Construction","2007085.77","Conniehaven","24","","","241.0",""
"4811","Villa","260.42","Reserved","2211613.05","Lake Nicole","10","","","40.0",""
"4812","Apartment","438.52","Available","411706.2","Kathleenborough","12","","","332.0",""
"4813","Studio","198.85","Under Construction","1679203.51","Brownbury","29","","","294.0",""
"4814","Commercial","161.78","Sold","704229.23","North Matthew","28","2903.0","2735.0","80.0",""
"4815","Commercial","372.7","Reserved","2451927.25","Rogersville","23","","","358.0",""
"4816","Studio","356.13","Reserved","1333007.73","Brentshire","6","","","175.0","37630.85"
"4817","Studio","258.95","Sold","1183957.27","Lake Kennethberg","28","6683.0","3267.0","127.0",""
"4818","Studio","243.7","Sold","548459.97","South Loriton","21","4973.0","3159.0","56.0","72684.39"
"4819","Apartment","348.13","Sold","1718394.69","East Dianamouth","14","","","385.0","76194.3"
"4820","Villa","153.02","Under Construction","248840.56","South Christopher","29","","","",""
"4821","Commercial","377.85","Sold","2496121.56","Cherylport","9","","","90.0","47960.87"
"4822","Commercial","59.41","Under Construction","1962146.7","Danielport","25","","","118.0",""
"4823","Studio","65.61","Sold","1373034.27","Deckermouth","7","","","368.0","25092.47"
"4824","Commercial","414.74","Under Construction","1155761.47","Davidview","27","","","319.0",""
"4825","Commercial","407.86","Under Construction","782748.66","New Ryan","9","2326.0","4557.0","91.0","33439.56"
"4826","Commercial","428.05","Reserved","543220.4","South Jacquelinefurt","5","5324.0","5445.0","3.0","47966.09"
"4827","Villa","196.23","Sold","1946708.87","East Benjaminmouth","0","","","339.0",""
"4828","Apartment","88.66","Sold","1121176.67","West Caitlin","15","","","58.0",""
"4829","Commercial","325.06","Available","1047189.78","East Brittany","8","","","243.0",""
"4830","Apartment","59.29","Sold","1777525.04","Lake Julieburgh","18","","","",""
"4831","Apartment","243.83","Sold","77706.28","Sextonburgh","21","","","259.0",""
"4832","Commercial","289.25","Under Construction","2303708.51","Brandystad","24","","","160.0","12437.97"
"4833","Commercial","280.13","Available","1835238.76","New Donald","12","4791.0","5237.0","326.0",""
"4834","Apartment","64.37","Reserved","105407.87","East Emilyburgh","28","2621.0","1218.0","",""
"4835","Villa","227.64","Sold","1988407.38","New Alexanderland","22","4960.0","7630.0","208.0",""
"4836","Apartment","101.7","Reserved","2099761.32","Lake Cindy","2","","","121.0",""
"4837","Apartment","307.48","Reserved","863824.56","Williamsland","6","5416.0","7417.0","",""
"4838","Studio","249.07","Available","2415658.7","Coopertown","16","87.0","151.0","293.0","20449.21"
"4839","Studio","242.31","Available","1579992.06","Leland","14","","","110.0",""
"4840","Studio","92.28","Reserved","156629.12","Hardyland","14","3533.0","3147.0","98.0","5022.96"
"4841","Villa","169.75","Available","231170.87","North Hannah","4","","","",""
"4842","Apartment","368.56","Under Construction","2493432.84","Lake Kimberlyport","22","","","97.0",""
"4843","Commercial","60.44","Under Construction","1110179.38","Port Laura","2","2952.0","4569.0","13.0",""
"4844","Commercial","45.68","Available","378277.68","Valdezview","1","6015.0","3207.0","28.0",""
"4845","Studio","169.01","Reserved","1014560.62","Kristyton","20","","","191.0","75423.5"
"4846","Studio","199.27","Available","1265880.26","Lake Cassandra","29","4172.0","1285.0","138.0","22664.34"
"4847","Villa","35.05","Under Construction","2253369.42","Walkerville","2","1950.0","4614.0","388.0",""
"4848","Commercial","68.91","Under Construction","2412409.66","Popetown","12","","","76.0",""
"4849","Villa","89.3","Reserved","1531952.28","Smithview","4","","","380.0","79955.2"
"4850","Commercial","92.46","Available","1088660.56","Andersonbury","30","","","",""
"4851","Studio","358.88","Reserved","128865.87","Powersshire","8","","","297.0","56423.49"
"4852","Commercial","68.35","Sold","629474.35","Paynechester","23","","","132.0","16165.79"
"4853","Commercial","411.54","Available","492118.96","Lake Carla","5","","","303.0",""
"4854","Villa","51.78","Sold","1489682.91","South Jonathanshire","11","4331.0","3597.0","","30309.75"
"4855","Villa","203.37","Under Construction","341703.72","North Jacqueline","15","","","162.0",""
"4856","Studio","345.52","Under Construction","1523806.44","New Tinafurt","26","4405.0","2757.0","1.0",""
"4857","Studio","186.15","Under Construction","470358.61","Parsonsshire","2","","","73.0","49102.33"
"4858","Villa","358.12","Reserved","815373.35","Lake Michellehaven","2","","","256.0",""
"4859","Commercial","45.73","Sold","575142.76","New Stephen","18","6281.0","280.0","287.0",""
"4860","Studio","318.2","Sold","2473286.12","West Bryan","10","5491.0","7944.0","",""
"4861","Villa","40.55","Under Construction","800076.23","South Andrewberg","25","","","381.0",""
"4862","Apartment","60.74","Available","825055.76","Port Miguelburgh","7","","","351.0","34849.49"
"4863","Apartment","417.16","Under Construction","247373.96","South Seanfurt","19","","","194.0","63062.19"
"4864","Apartment","199.15","Available","2037593.98","Port Craighaven","22","3825.0","6241.0","13.0",""
"4865","Studio","248.06","Available","146241.0","South Christopher","18","5658.0","2.0","230.0","75911.65"
"4866","Villa","69.33","Available","1514324.58","Milesland","13","4882.0","6960.0","229.0",""
"4867","Studio","399.23","Under Construction","245436.0","Phamside","27","","","298.0","46095.9"
"4868","Commercial","377.08","Under Construction","2466495.54","North Jacobchester","21","","","247.0","59048.88"
"4869","Apartment","150.51","Sold","1763947.31","Meganmouth","29","","","329.0",""
"4870","Apartment","327.89","Under Construction","1764916.73","Riosmouth","14","","","133.0",""
"4871","Commercial","389.52","Sold","264081.15","East Angelaburgh","23","6455.0","6348.0","58.0",""
"4872","Commercial","79.99","Reserved","1619511.95","Owenshaven","14","5350.0","6123.0","26.0","76494.96"
"4873","Commercial","228.32","Reserved","2403378.62","West Michaelchester","21","","","330.0",""
"4874","Studio","424.31","Available","2262128.86","South Barbarastad","23","","","",""
"4875","Apartment","412.59","Reserved","2250881.04","Nelsonfurt","25","3418.0","2687.0","383.0",""
"4876","Villa","375.25","Available","1752698.45","Johnton","5","987.0","6169.0","24.0","5855.02"
"4877","Commercial","89.89","Reserved","378868.53","Cruzland","24","","","",""
"4878","Apartment","44.77","Reserved","335919.33","South Tina","27","1100.0","4676.0","","73900.73"
"4879","Studio","310.48","Reserved","814578.89","Walshfurt","10","","","102.0","64295.36"
"4880","Apartment","237.67","Available","398211.24","Williamsshire","17","3093.0","4195.0","216.0","71222.16"
"4881","Villa","175.54","Reserved","1762205.11","Shelleyshire","24","","","75.0",""
"4882","Commercial","155.6","Available","1275174.56","South Allisonville","25","3759.0","246.0","100.0","66035.21"
"4883","Apartment","100.06","Available","2444265.92","Lopezport","10","","","95.0",""
"4884","Villa","64.14","Under Construction","1358321.83","Port Brett","28","","","346.0","73617.94"
"4885","Commercial","427.46","Reserved","618666.96","Port Isaiahfurt","24","","","58.0","14942.86"
"4886","Commercial","335.63","Reserved","152835.24","North Alisha","21","5635.0","2947.0","121.0",""
"4887","Studio","236.37","Under Construction","2001070.31","New Alexander","11","","","103.0",""
"4888","Apartment","267.51","Sold","510632.5","West Jason","23","","","281.0","41015.37"
"4889","Apartment","417.33","Reserved","1562171.8","Kelleyport","26","","","240.0",""
"4890","Studio","334.42","Sold","873846.51","North Christopherview","19","6483.0","7203.0","9.0","18324.77"
"4891","Commercial","141.09","Available","1356285.1","West Christopherland","22","","","257.0",""
"4892","Studio","151.29","Sold","1377813.73","Mitchellchester","15","","","7.0",""
"4893","Villa","328.73","Sold","1849269.9","Maxwellchester","28","","","","16516.06"
"4894","Studio","346.43","Available","1698085.94","Warrenmouth","14","","","353.0",""
"4895","Studio","39.98","Available","194236.83","Birdmouth","7","","","253.0",""
"4896","Commercial","303.19","Sold","990074.55","Sullivanmouth","20","","","",""
"4897","Studio","95.63","Available","158771.57","South Laura","9","6250.0","4099.0","39.0","16114.27"
"4898","Studio","432.37","Under Construction","1832535.82","Parkburgh","11","3040.0","1238.0","115.0","44105.61"
"4899","Apartment","425.74","Sold","1566820.57","New Rachel","7","1150.0","6433.0","212.0",""
"4900","Apartment","336.14","Reserved","742496.96","Davisberg","12","4899.0","5240.0","",""
"4901","Villa","279.43","Under Construction","401519.25","Jamesshire","23","","","295.0",""
"4902","Studio","202.86","Reserved","131438.8","East Emmaside","24","","","289.0",""
"4903","Commercial","124.9","Reserved","233428.14","North Tammy","2","","","364.0",""
"4904","Commercial","195.93","Under Construction","2115436.15","Anthonymouth","25","","","115.0","32722.99"
"4905","Commercial","380.13","Available","1658420.87","North Jamesfurt","3","","","214.0",""
"4906","Commercial","246.45","Available","630384.65","New Donald","12","4911.0","2911.0","242.0","74083.86"
"4907","Studio","57.49","Reserved","1737836.89","Steventown","17","","","",""
"4908","Studio","292.81","Sold","1130551.73","Shannonhaven","4","2364.0","5154.0","16.0","22264.39"
"4909","Apartment","213.74","Under Construction","2188293.18","West Mariachester","14","","","276.0","67594.22"
"4910","Villa","425.67","Under Construction","804093.36","Port Kaylaburgh","19","","","345.0","33419.92"
"4911","Apartment","42.77","Reserved","2360227.49","West Johnville","25","1422.0","6945.0","",""
"4912","Studio","171.7","Available","1040201.36","South Jose","30","2080.0","2198.0","",""
"4913","Villa","411.74","Reserved","1340166.15","Millerport","5","","","","47029.27"
"4914","Villa","108.14","Sold","1271717.05","Sheilaborough","17","","","271.0",""
"4915","Apartment","416.06","Available","1418859.32","Dianaview","26","","","",""
"4916","Apartment","140.87","Available","126393.12","Rickyborough","24","","","382.0","29558.93"
"4917","Apartment","272.63","Reserved","154402.56","Penningtonshire","11","3070.0","2202.0","5.0",""
"4918","Commercial","288.06","Available","1332363.88","Colemanside","17","","","170.0",""
"4919","Studio","360.13","Available","120776.02","Port Stephanie","19","747.0","858.0","299.0",""
"4920","Commercial","359.05","Reserved","1326148.76","Chandlerchester","15","","","61.0",""
"4921","Villa","188.77","Under Construction","2415188.29","Port Brandonland","27","","","112.0","16169.09"
"4922","Commercial","259.65","Available","836404.61","North Rickyville","1","","","93.0","44088.96"
"4923","Villa","264.19","Sold","269148.21","Colleenport","5","","","22.0",""
"4924","Commercial","309.37","Under Construction","1604479.67","Johnsonland","29","","","294.0","62479.51"
"4925","Villa","72.62","Reserved","778283.44","North Philip","16","","","311.0","53408.41"
"4926","Apartment","91.74","Available","1710115.62","Pricetown","22","","","278.0",""
"4927","Commercial","59.5","Sold","870582.3","Duanebury","5","3578.0","7755.0","361.0","68350.05"
"4928","Apartment","356.33","Available","1629663.75","North Christopherside","21","","","236.0","70154.84"
"4929","Apartment","329.35","Reserved","1322469.01","Katherinestad","11","5750.0","6745.0","5.0",""
"4930","Villa","441.58","Under Construction","1752397.4","East Melissa","26","","","",""
"4931","Commercial","284.57","Under Construction","1051732.87","Port Joe","26","","","213.0","72583.35"
"4932","Villa","157.72","Available","72588.01","East Laura","24","","","",""
"4933","Commercial","116.65","Available","318317.86","Kingburgh","10","2331.0","5269.0","2.0","28243.53"
"4934","Villa","377.74","Under Construction","1646247.73","Mitchellland","17","1375.0","5909.0","133.0",""
"4935","Studio","105.13","Available","1982613.22","Jonesstad","25","531.0","7253.0","353.0",""
"4936","Villa","244.25","Sold","1306150.83","Emilyhaven","8","","","370.0",""
"4937","Studio","185.28","Reserved","2168310.09","Boyerborough","7","","","180.0","28192.88"
"4938","Villa","74.07","Reserved","791686.04","Joshuaberg","25","","","85.0",""
"4939","Studio","331.87","Available","1661075.62","Coxside","7","785.0","6387.0","198.0",""
"4940","Apartment","113.03","Under Construction","323871.53","Lake Tommy","30","","","400.0","54225.8"
"4941","Studio","315.7","Reserved","947066.61","New Ashlee","0","5036.0","7483.0","376.0",""
"4942","Studio","384.76","Available","2446602.75","East Kelsey","10","","","394.0",""
"4943","Studio","120.34","Sold","1463818.35","New Jamesburgh","24","","","71.0","4406.32"
"4944","Commercial","330.92","Under Construction","1064991.18","West Nancystad","8","","","216.0",""
"4945","Studio","115.21","Under Construction","1892943.71","Lake Williamside","20","1253.0","3187.0","17.0","65609.31"
"4946","Studio","81.13","Under Construction","150439.62","Ericksontown","12","","","321.0",""
"4947","Villa","173.64","Reserved","1583676.64","Omarstad","18","","","318.0",""
"4948","Commercial","364.27","Reserved","1387853.12","Bethmouth","6","4027.0","5970.0","232.0","48136.91"
"4949","Apartment","366.94","Sold","1345666.27","Singhland","25","5891.0","6981.0","278.0","50447.74"
"4950","Commercial","249.23","Available","2207122.67","New Amberberg","20","2224.0","2124.0","",""
"4951","Villa","132.74","Reserved","696784.28","Brittanytown","21","","","157.0","13725.07"
"4952","Apartment","375.08","Available","1058854.36","Thompsonstad","22","","","336.0","30439.94"
"4953","Commercial","442.26","Available","2320668.25","North Michael","16","","","81.0",""
"4954","Commercial","438.37","Available","398632.54","East Catherineland","25","","","277.0",""
"4955","Commercial","404.87","Available","855338.52","Colemanside","16","4206.0","5512.0","125.0",""
"4956","Commercial","40.25","Sold","1008680.92","North Susanland","20","1037.0","852.0","47.0","42698.92"
"4957","Apartment","79.91","Available","1367310.16","East Tonyabury","0","","","67.0",""
"4958","Studio","375.08","Available","975244.83","Owensview","12","","","113.0",""
"4959","Villa","181.35","Available","880085.53","South Shawnchester","0","","","131.0",""
"4960","Apartment","418.08","Reserved","169457.34","East Kenneth","17","","","140.0",""
"4961","Commercial","219.71","Sold","698268.66","Mcconnellburgh","7","","","329.0","71929.33"
"4962","Commercial","74.86","Reserved","1058034.78","Port Lindaberg","28","","","138.0",""
"4963","Apartment","203.83","Available","2226566.32","Lake Tabitha","25","","","249.0","20377.5"
"4964","Apartment","302.63","Available","379295.01","South Jacob","6","","","381.0",""
"4965","Villa","430.9","Under Construction","1502886.65","Jonesland","21","","","",""
"4966","Villa","294.9","Available","1112744.83","Christophermouth","14","","","31.0",""
"4967","Villa","177.05","Sold","571057.25","Jenniferport","15","","","162.0",""
"4968","Apartment","285.65","Under Construction","2388676.28","East Steven","4","3437.0","2526.0","320.0",""
"4969","Commercial","184.31","Reserved","2213734.38","Antoniomouth","30","","","218.0",""
"4970","Villa","96.74","Sold","2343508.75","South Brianhaven","6","6455.0","6348.0","153.0",""
"4971","Studio","180.45","Reserved","980331.67","Joshuaton","7","4029.0","7998.0","",""
"4972","Studio","227.08","Reserved","1809698.46","West Lukeside","11","3134.0","3197.0","384.0","58693.66"
"4973","Commercial","234.03","Under Construction","1331724.6","Brianville","4","","","83.0",""
"4974","Studio","47.45","Under Construction","795526.92","North Carolyn","10","3950.0","3645.0","111.0","30297.3"
"4975","Villa","266.87","Sold","1417834.43","Johnnyview","22","728.0","4903.0","240.0",""
"4976","Studio","329.61","Available","1806716.88","South Heatherstad","6","","","164.0","21876.02"
"4977","Studio","354.63","Under Construction","98028.74","East Daniel","14","","","","58428.3"
"4978","Studio","77.36","Sold","1837638.11","Jamesside","8","3187.0","182.0","135.0",""
"4979","Villa","253.75","Available","1121273.53","East Jamesside","7","1206.0","3417.0","132.0",""
"4980","Studio","321.63","Sold","139108.54","North Karen","28","3191.0","3966.0","197.0","20983.74"
"4981","Commercial","290.82","Sold","2125677.75","Andrewport","12","727.0","7280.0","45.0",""
"4982","Commercial","193.16","Sold","683965.61","New Erinstad","27","","","317.0","43423.97"
"4983","Apartment","293.26","Sold","1079252.43","Samueltown","14","","","91.0",""
"4984","Commercial","398.83","Sold","1332424.84","Waltonton","25","","","82.0","6722.59"
"4985","Studio","127.57","Reserved","1154085.23","Perryville","22","","","252.0",""
"4986","Commercial","324.56","Under Construction","588393.0","Lake Tammyberg","23","","","262.0",""
"4987","Commercial","440.15","Available","830467.73","East Jonathanberg","30","","","123.0","44468.5"
"4988","Apartment","42.87","Reserved","2217982.27","Lake Kathryn","22","","","20.0",""
"4989","Commercial","362.37","Sold","528872.11","North Tanya","8","","","319.0",""
"4990","Apartment","422.29","Available","823807.42","South Justin","12","","","284.0",""
"4991","Apartment","322.26","Sold","2056491.98","Port Amanda","22","","","",""
"4992","Apartment","342.48","Under Construction","2298077.82","Tiffanyfort","1","","","262.0",""
"4993","Apartment","393.67","Under Construction","2486798.21","East Stephaniebury","1","","","63.0",""
"4994","Commercial","110.78","Reserved","796666.41","Hendersonbury","13","2559.0","6154.0","",""
"4995","Apartment","299.03","Available","1845965.61","South David","0","6790.0","5562.0","4.0",""
"4996","Studio","256.86","Available","231124.49","Kellyfort","23","1162.0","539.0","338.0","67961.24"
"4997","Villa","433.76","Available","1043516.27","North Courtney","24","","","380.0","21085.75"
"4998","Studio","43.02","Sold","631382.64","New Shannonchester","2","","","338.0",""
"4999","Apartment","325.47","Reserved","2283394.0","New Leahmouth","28","","","173.0",""
"5000","Villa","73.81","Reserved","1405485.01","Meyerchester","29","6006.0","5028.0","51.0",""
"5001","Villa","323.65","Under Construction","727133.01","Michaelmouth","9","","","175.0",""
"5002","Villa","271.51","Under Construction","1802358.64","Burnettfurt","0","","","318.0",""
"5003","Villa","382.65","Reserved","1158624.63","New Daniel","12","","","","60837.15"
"5004","Commercial","160.24","Under Construction","571964.53","Christopherport","30","751.0","6723.0","235.0",""
"5005","Villa","112.74","Sold","929238.19","East Brooke","24","","","318.0",""
"5006","Studio","49.89","Reserved","743330.0","North Dianaburgh","1","","","15.0",""
"5007","Villa","305.67","Under Construction","1637401.67","South Don","4","","","376.0",""
"5008","Apartment","65.52","Available","754168.26","North Michaelstad","3","","","243.0",""
"5009","Commercial","271.37","Sold","830452.74","Lake Kristen","13","6612.0","7823.0","49.0",""
"5010","Villa","208.47","Sold","1796386.35","Dickersonmouth","25","","","298.0",""
"5011","Apartment","38.85","Reserved","727164.18","Clarkbury","20","","","247.0",""
"5012","Apartment","94.08","Available","362642.5","Maryville","7","","","141.0",""
"5013","Commercial","433.0","Reserved","972572.81","East Rodney","21","","","274.0",""
"5014","Studio","253.74","Available","1847863.62","Matthewsberg","1","","","136.0",""
"5015","Commercial","54.69","Under Construction","640505.46","Gregoryview","29","","","65.0","67243.23"
"5016","Apartment","392.73","Available","963729.76","Edwardsshire","18","","","375.0",""
"5017","Apartment","190.57","Sold","1904397.35","New Steven","14","3630.0","822.0","385.0",""
"5018","Commercial","157.45","Sold","336880.5","Williammouth","23","","","",""
"5019","Commercial","141.88","Available","998994.59","Natashahaven","27","1676.0","1705.0","207.0","7967.56"
"5020","Villa","233.65","Available","1863018.41","North Jessica","8","3677.0","4091.0","351.0","43044.63"
"5021","Villa","64.84","Reserved","1128366.6","North Karenstad","22","","","348.0",""
"5022","Villa","329.2","Available","192336.8","Jefferyland","10","6408.0","993.0","353.0",""
"5023","Studio","59.84","Reserved","957973.44","South Kimberlybury","11","","","321.0",""
"5024","Commercial","115.91","Sold","2340212.94","Manueltown","19","","","93.0",""
"5025","Commercial","276.26","Under Construction","753947.23","West Michael","0","","","50.0","57563.03"
"5026","Commercial","190.6","Available","373683.33","Briannaborough","1","","","364.0",""
"5027","Studio","133.45","Available","1624730.85","Salazarland","24","","","174.0",""
"5028","Apartment","56.53","Available","718088.15","East Brian","1","4277.0","7091.0","",""
"5029","Studio","121.45","Under Construction","542781.02","Mariastad","12","2440.0","4706.0","161.0",""
"5030","Studio","318.35","Sold","2073251.45","Bellfurt","17","","","","58405.86"
"5031","Commercial","302.98","Under Construction","2295306.84","Joseborough","30","","","394.0",""
"5032","Apartment","59.23","Under Construction","460333.56","New Seanstad","4","863.0","5135.0","",""
"5033","Apartment","206.98","Under Construction","962506.53","Lake Elizabethborough","27","","","340.0","35771.92"
"5034","Studio","120.68","Under Construction","416283.12","West Aimeefurt","8","6767.0","3199.0","","42698.69"
"5035","Apartment","420.14","Under Construction","1010325.18","Port Jeffrey","16","6683.0","3267.0","243.0","7294.84"
"5036","Apartment","328.06","Under Construction","763207.02","New Markhaven","15","","","40.0","22627.22"
"5037","Villa","169.57","Available","1823348.03","South Jackville","13","","","3.0",""
"5038","Villa","374.81","Sold","1490737.36","Tammytown","26","","","250.0","28508.39"
"5039","Studio","163.85","Reserved","354555.46","Nealshire","20","6131.0","115.0","39.0",""
"5040","Apartment","422.32","Sold","1613441.53","East Stephaniestad","23","6917.0","6915.0","322.0","6050.07"
"5041","Studio","309.88","Reserved","1145525.89","Robertport","17","2448.0","3193.0","282.0",""
"5042","Studio","438.61","Sold","2056718.62","New Douglasville","1","3696.0","7646.0","4.0","17020.0"
"5043","Commercial","333.85","Reserved","1239636.71","North Michellechester","8","","","242.0",""
"5044","Commercial","112.62","Reserved","1761912.77","South Jonathantown","26","6221.0","6076.0","183.0",""
"5045","Apartment","262.17","Sold","124416.0","Martinezberg","0","","","181.0",""
"5046","Studio","303.33","Available","1605718.37","Ericstad","8","","","336.0",""
"5047","Villa","94.8","Sold","905019.93","West Javiermouth","27","","","244.0",""
"5048","Commercial","278.15","Reserved","390018.38","West Elainebury","4","6436.0","2604.0","","68806.98"
"5049","Studio","46.41","Available","301951.67","East Laura","14","","","389.0",""
"5050","Commercial","83.18","Under Construction","1343862.46","Smithland","0","","","63.0","51128.66"
"5051","Studio","202.55","Under Construction","757233.73","East William","16","417.0","5029.0","",""
"5052","Apartment","370.87","Sold","217300.66","Lake Jared","26","131.0","101.0","337.0",""
"5053","Commercial","151.32","Reserved","145833.17","East Deborah","5","","","42.0",""
"5054","Studio","40.76","Under Construction","915780.72","Marshallhaven","4","","","116.0",""
"5055","Apartment","115.85","Under Construction","707496.34","Shawnborough","7","2883.0","2489.0","","66391.98"
"5056","Commercial","102.64","Sold","1961571.75","Ashleychester","16","6877.0","3674.0","83.0",""
"5057","Studio","315.15","Sold","849791.54","Michaelland","20","6462.0","4546.0","102.0",""
"5058","Apartment","261.82","Available","1138867.24","Powellville","25","","","53.0",""
"5059","Villa","88.28","Under Construction","2272604.04","Port Javierchester","11","6571.0","3410.0","",""
"5060","Commercial","271.39","Reserved","2206588.11","Travisland","21","","","366.0","66610.81"
"5061","Studio","68.11","Sold","557813.13","Carolport","6","4825.0","1159.0","256.0","15039.84"
"5062","Commercial","379.77","Reserved","2162994.23","Hamptonport","23","","","310.0","44125.83"
"5063","Apartment","78.23","Available","382260.72","Powellmouth","12","5138.0","4509.0","242.0",""
"5064","Commercial","372.62","Under Construction","2326515.83","Wilsonfurt","15","2389.0","1319.0","368.0",""
"5065","Commercial","117.78","Sold","77287.06","East Karen","4","5095.0","1622.0","92.0","29152.42"
"5066","Apartment","47.66","Available","2078538.54","Matthewhaven","6","","","","41354.93"
"5067","Studio","301.37","Under Construction","1058137.95","Port Jasontown","9","","","306.0",""
"5068","Apartment","178.39","Available","594391.01","South Elizabethstad","30","4244.0","3341.0","293.0","62560.47"
"5069","Villa","323.65","Sold","933786.01","Mariaburgh","29","","","238.0",""
"5070","Villa","168.26","Available","53045.05","Lindashire","2","","","21.0",""
"5071","Commercial","61.37","Available","1576976.04","West Jennifer","4","","","41.0","43110.16"
"5072","Apartment","215.44","Reserved","2077380.49","South Michael","14","","","107.0",""
"5073","Villa","244.12","Reserved","992009.27","Cynthiamouth","26","693.0","2441.0","41.0",""
"5074","Apartment","101.92","Under Construction","2060685.62","East Cheyenne","15","3119.0","4715.0","294.0",""
"5075","Apartment","274.14","Reserved","276526.92","Charlesmouth","28","1869.0","6588.0","36.0",""
"5076","Commercial","304.29","Sold","1091423.33","Wendyport","24","2724.0","47.0","47.0",""
"5077","Studio","371.73","Sold","2301340.76","Jayport","26","","","270.0",""
"5078","Apartment","284.19","Sold","1842451.41","Port Breannaland","28","","","",""
"5079","Apartment","58.49","Under Construction","1422625.86","Port Alec","13","6957.0","4779.0","160.0","61405.84"
"5080","Apartment","241.16","Under Construction","1504197.72","Lake Carlosberg","6","","","6.0",""
"5081","Villa","408.06","Available","535343.95","Andersonberg","6","2220.0","4029.0","",""
"5082","Studio","75.77","Under Construction","1742076.85","Lake Kevin","25","1092.0","4206.0","64.0","66536.52"
"5083","Studio","387.95","Sold","1622029.02","Turnerhaven","12","2761.0","3997.0","125.0",""
"5084","Studio","380.78","Available","1766627.3","Curtisfurt","28","2053.0","1985.0","221.0",""
"5085","Commercial","71.26","Under Construction","1917006.59","West Kyleberg","19","5208.0","2589.0","216.0",""
"5086","Commercial","109.43","Available","629692.89","Taylorshire","18","","","384.0","33993.45"
"5087","Apartment","165.55","Available","838046.76","Hernandezland","0","","","","16863.72"
"5088","Studio","156.96","Reserved","98173.35","Gloverhaven","24","979.0","3245.0","57.0",""
"5089","Studio","231.26","Reserved","1933047.85","Belltown","6","","","103.0",""
"5090","Commercial","392.83","Reserved","2060049.97","Lewisview","7","","","252.0",""
"5091","Studio","207.83","Sold","1839544.88","Port Amanda","4","","","276.0","25879.7"
"5092","Commercial","58.06","Reserved","1706130.24","South Adrianview","24","6608.0","2427.0","32.0",""
"5093","Apartment","304.25","Available","2013992.02","Ronaldport","23","5572.0","765.0","316.0",""
"5094","Villa","290.68","Available","434384.48","Rachelchester","26","5809.0","7705.0","64.0",""
"5095","Studio","389.06","Sold","1586769.33","West Johnside","18","","","349.0",""
"5096","Studio","370.16","Sold","1946562.44","New Elizabethhaven","24","","","85.0","26637.7"
"5097","Studio","65.94","Under Construction","482435.8","New Philip","26","758.0","2110.0","172.0",""
"5098","Apartment","73.54","Reserved","646360.46","Thomasland","20","6227.0","1060.0","222.0",""
"5099","Commercial","225.71","Available","2271685.98","Lake Jeremytown","7","","","339.0",""
"5100","Villa","396.89","Available","1810569.55","Mortonland","15","","","126.0",""
"5101","Apartment","45.01","Sold","886403.54","South Annafort","22","","","33.0",""
"5102","Apartment","318.17","Sold","366120.8","Mcculloughmouth","13","","","247.0",""
"5103","Apartment","367.45","Under Construction","2290705.52","South Mary","23","","","",""
"5104","Apartment","181.95","Reserved","1779315.5","Crystalfurt","24","","","111.0",""
"5105","Commercial","96.5","Under Construction","1742500.3","Lorimouth","15","2500.0","2764.0","87.0",""
"5106","Studio","43.9","Reserved","419390.19","South Danielbury","8","","","10.0",""
"5107","Apartment","329.6","Reserved","1794033.05","Patriciafurt","28","3738.0","1967.0","281.0",""
"5108","Commercial","301.08","Under Construction","1219541.86","West Kimberly","24","","","88.0",""
"5109","Commercial","315.09","Under Construction","1945811.96","East Dylanburgh","23","","","13.0","77452.61"
"5110","Studio","403.79","Available","1996608.8","Port Vernonville","1","487.0","3044.0","",""
"5111","Villa","323.32","Reserved","1456681.09","West Kaylee","6","5947.0","834.0","24.0",""
"5112","Commercial","85.05","Sold","455614.26","Davidview","29","5000.0","492.0","283.0","66341.25"
"5113","Commercial","368.37","Under Construction","1555424.37","West Meghan","7","","","57.0","37351.85"
"5114","Apartment","45.8","Reserved","851583.51","North Michelleville","12","","","195.0","35968.61"
"5115","Apartment","236.61","Available","2326845.27","Griffithberg","4","","","367.0",""
"5116","Villa","80.11","Available","1321223.95","Port Diane","12","6301.0","7783.0","25.0",""
"5117","Commercial","187.69","Sold","2475740.39","Eddiehaven","21","","","242.0",""
"5118","Villa","392.67","Available","1125025.34","Juanland","13","","","389.0",""
"5119","Commercial","449.87","Sold","1309454.95","Goodport","9","","","320.0",""
"5120","Villa","104.35","Reserved","1411892.99","North Samanthabury","17","411.0","5484.0","150.0",""
"5121","Commercial","128.88","Reserved","1608966.46","West Paul","25","","","185.0",""
"5122","Studio","424.04","Reserved","1976186.51","East Brian","5","","","99.0",""
"5123","Villa","148.36","Available","777303.63","North Brittanyshire","18","","","50.0",""
"5124","Apartment","63.75","Sold","750376.2","Barnesbury","11","","","359.0",""
"5125","Apartment","73.44","Available","1273649.36","Stonehaven","14","","","128.0","57834.38"
"5126","Commercial","346.74","Reserved","195846.62","Stephanieton","8","","","","29836.65"
"5127","Apartment","154.59","Reserved","305535.79","Port Martin","23","","","341.0",""
"5128","Commercial","185.43","Sold","783334.27","Everettstad","11","","","266.0","52221.94"
