unit_id,type,area,status,price,location,floor_number,transaction_id,customer_id,portfolio_id,project_id,monthly_rent
4528,Commercial,434.63,Available,804456.09,Lake Shane,2,,,308,16,28098.55
4529,Commercial,152.97,Reserved,1834632.18,Brianville,22,,,28,11,30169.45
4530,Commercial,89.93,Reserved,305299.68,Phillipsville,4,,,299,94,44071.77
4531,Commercial,133.39,Under Construction,387593.77,Whitefort,12,,,260,7,30966.8
4532,Studio,368.15,Available,733017.73,West Tammy,14,,,77,82,18033.03
4533,Studio,381.06,Under Construction,412192.8,Thomasside,30,,,264,114,37770.2
4534,Commercial,431.33,Under Construction,2111192.72,Adamburgh,3,,,86,111,5585.28
4535,Studio,167.76,Under Construction,398817.44,West Eugene,7,,,38,73,57055.96
4536,Apartment,444.17,Under Construction,625732.9,Mcclureside,28,,,355,1,40842.54
4537,Commercial,384.28,Sold,622516.7,Barnestown,26,1905,757,220,123,
4538,Studio,112.89,Sold,77467.01,North Victor,2,236,5691,228,18,
4539,Studio,205.96,Available,2253621.78,Ericfort,10,3184,5370,312,46,54372.82
4540,Commercial,88.01,Sold,550663.58,East Thomasland,23,2111,4948,302,139,
4541,Studio,204.34,Available,1962530.14,Jasonshire,12,,,36,43,37487.39
4542,Studio,248.25,Reserved,1500233.12,New Steven,19,,,163,180,7579.58
4543,Villa,233.23,Under Construction,2480555.06,Gregoryland,29,,,127,18,7129.88
4544,Apartment,250.49,Available,774340.69,Darrellmouth,28,,,366,69,33314.97
4545,Commercial,273.13,Reserved,1464808.6,Williamsbury,1,,,99,93,51428.11
4546,Villa,196.75,Sold,1315067.7,Robertfort,15,4604,7868,105,63,
4547,Studio,39.54,Under Construction,1984398.97,Powellport,20,,,345,135,17050.29
4548,Apartment,373.87,Reserved,700814.73,South Natalie,21,,,169,165,2625.73
4549,Studio,99.25,Sold,2464923.11,Christinamouth,9,4292,3464,263,123,
4550,Apartment,167.72,Sold,316618.56,West Douglasberg,30,1708,6455,16,42,
4551,Apartment,84.28,Available,810339.65,Dicksonmouth,8,,,30,152,4183.41
4552,Commercial,247.27,Reserved,573665.24,Ingramfurt,8,,,93,79,32120.02
4553,Villa,93.42,Available,1103150.21,Josephhaven,27,,,244,83,36679.18
4554,Villa,60.73,Under Construction,1026935.81,Banksfurt,29,,,22,120,19546.38
4555,Studio,134.75,Available,1531109.83,Lake Dianaberg,20,,,43,115,36135.44
4556,Apartment,296.74,Sold,439262.54,Chadton,24,5194,1484,188,119,
4557,Commercial,153.57,Sold,563713.01,Allisonburgh,23,4858,6596,136,118,
4558,Commercial,259.31,Sold,1179610.94,Shellytown,29,1781,6488,201,22,
4559,Commercial,172.07,Reserved,1975736.28,Port Josephburgh,2,,,140,127,7450.48
4560,Studio,439.58,Available,335532.99,Melissaland,20,1376,1836,395,16,46838.11
4561,Commercial,187.82,Sold,2169892.46,Villarrealbury,2,4297,3313,51,27,
4562,Commercial,65.78,Reserved,968068.19,West James,21,,,367,142,21455.72
4563,Apartment,447.16,Under Construction,2464595.04,Richardsmouth,8,,,341,107,13008.63
4564,Studio,296.43,Under Construction,1362022.58,Stevensonburgh,29,,,195,21,10953.66
4565,Villa,104.63,Under Construction,2473666.73,New Katherine,8,,,18,1,28258.34
4566,Apartment,87.21,Sold,576235.59,Lake Jack,4,1145,4351,297,129,
4567,Studio,146.36,Reserved,1301747.3,Port Robinview,22,,,158,135,21461.79
4568,Commercial,223.83,Available,457923.9,East Lawrenceton,5,,,208,123,20950.26
4569,Villa,64.18,Under Construction,2229790.17,Lake Emily,2,,,342,37,13527.64
4570,Studio,349.11,Available,906401.88,Lake Jessicaton,1,,,130,117,29515.04
4571,Commercial,155.87,Sold,1756281.11,North Sylvia,8,595,1518,190,163,
4572,Apartment,385.49,Reserved,751361.95,North Suzannemouth,4,,,378,107,16048.62
4573,Studio,317.8,Available,528125.0,Port Kellyfurt,1,,,206,39,39110.71
4574,Commercial,74.19,Sold,1569336.04,Port Melanie,20,6966,797,104,17,
4575,Commercial,248.06,Under Construction,329069.0,Hammondberg,8,,,283,154,39648.01
4576,Studio,220.32,Available,581931.87,Andreaville,7,,,308,112,22496.28
4577,Apartment,239.22,Under Construction,274307.86,Lawrencetown,23,,,399,1,57541.35
4578,Commercial,311.21,Under Construction,301210.7,Alexandraborough,14,,,275,1,49726.01
4579,Apartment,168.86,Available,1512158.86,Campbellville,25,,,125,52,18074.28
4580,Apartment,339.36,Sold,1821371.99,New Robertfort,5,2377,3174,184,124,
4581,Apartment,264.1,Sold,640267.7,South Scottfort,22,718,1323,287,166,
4582,Villa,140.29,Under Construction,988013.85,Port Michaelstad,28,,,312,14,10410.71
4583,Studio,175.13,Under Construction,1726668.77,Lake Julia,9,,,393,6,50189.03
4584,Commercial,173.02,Sold,622296.13,Harrisonfort,5,6610,5023,210,145,
4585,Studio,380.55,Under Construction,2232224.87,New Geoffrey,3,,,292,126,25781.25
4586,Studio,46.17,Sold,1752655.97,Port Cheryl,9,4941,1956,231,108,
4587,Studio,360.37,Available,94159.42,Calhounfurt,2,,,173,133,36511.79
4588,Apartment,279.17,Available,977834.38,Alisonfort,18,,,189,147,45486.5
4589,Commercial,212.69,Sold,1708101.08,Courtneymouth,24,2797,3266,353,150,
4590,Villa,249.6,Sold,658738.28,Ramirezland,8,1479,7727,281,20,
4591,Villa,286.7,Sold,1855425.81,West Amanda,18,4716,4727,386,171,
4592,Commercial,439.17,Sold,981266.92,West Christopherland,4,1524,5422,252,107,
4593,Studio,61.76,Reserved,2470529.49,Laurenside,1,5714,3057,83,11,38180.79
4594,Commercial,427.78,Under Construction,304376.36,West Alyssaview,20,,,388,178,21837.96
4595,Apartment,90.58,Sold,2096999.88,Wareville,12,5171,7328,343,94,
4596,Commercial,400.34,Sold,1278213.66,East Kristen,12,3938,113,235,110,
4597,Apartment,112.44,Under Construction,361441.47,Amytown,14,,,393,19,36113.52
4598,Villa,245.15,Sold,1752233.3,Cherylland,8,5560,6512,365,17,
4599,Villa,161.66,Sold,1035801.59,East Samantha,16,3263,4598,205,179,
4600,Villa,43.86,Sold,1544850.46,North Paulborough,6,5152,661,44,123,
4601,Commercial,210.6,Under Construction,2303423.35,North Alexander,2,,,382,174,39223.61
4602,Villa,200.46,Sold,695793.49,North Jonathan,9,3609,5896,132,139,
4603,Commercial,410.69,Sold,89849.43,Stantonside,8,2678,5249,68,103,
4604,Commercial,170.67,Sold,2361588.68,East Jessicatown,19,1624,1431,139,91,
4605,Apartment,306.42,Reserved,1355161.72,Haasville,21,,,38,98,13805.01
4606,Studio,380.85,Sold,550287.7,South Michaeltown,22,834,4412,264,159,
4607,Studio,138.03,Available,520035.3,East Michaelborough,10,,,58,68,11172.67
4608,Apartment,430.62,Available,1524977.41,Stevensonville,23,,,60,162,38994.55
4609,Apartment,431.05,Reserved,614908.89,Pruittmouth,26,,,284,153,2343.22
4610,Commercial,283.54,Available,1294219.89,New Erica,12,,,218,95,29703.72
4611,Commercial,60.68,Under Construction,1163365.42,North Sarah,16,,,185,64,18678.45
4612,Studio,148.94,Available,594834.87,North Anthony,1,6212,256,49,177,21286.64
4613,Commercial,181.55,Sold,806500.65,North Cody,13,1558,5308,341,65,
4614,Commercial,441.18,Under Construction,2335191.16,New Paulmouth,18,,,7,42,35321.59
4615,Commercial,442.14,Sold,2478435.13,Port Cassandraside,13,3512,1646,386,72,
4616,Villa,182.71,Available,1140709.49,Lake Cindybury,18,,,289,118,57625.58
4617,Villa,287.58,Sold,571676.25,Danielburgh,7,4148,4592,64,154,
4618,Villa,321.09,Sold,554078.15,Lake Mason,7,5352,766,171,43,
4619,Apartment,175.83,Reserved,607522.4,East Breannafort,15,,,330,25,16208.85
4620,Commercial,36.93,Under Construction,2207736.64,Moyerbury,7,,,48,78,19167.45
4621,Studio,70.85,Sold,263119.14,New Emily,2,518,4507,200,132,
4622,Villa,265.75,Available,2482655.35,Andersonborough,9,,,118,146,10411.3
4623,Studio,76.34,Reserved,1123844.51,South Janiceburgh,19,4277,7902,344,120,34673.21
4624,Studio,157.17,Available,791179.13,Fisherburgh,29,,,287,171,26619.64
4625,Villa,165.37,Under Construction,2292562.38,West Kevin,21,,,58,157,4433.37
4626,Studio,132.35,Sold,2030954.35,North Corey,29,4848,1751,96,147,
4627,Studio,381.09,Under Construction,323309.94,Lake Lauraborough,11,,,254,33,58478.28
4628,Commercial,322.74,Under Construction,717852.99,New Chad,5,,,383,104,28450.2
4629,Commercial,158.31,Sold,417554.51,Wardville,26,887,446,384,6,
4630,Studio,155.84,Reserved,1471225.25,East Jeremy,4,,,398,142,49906.24
4631,Villa,185.86,Available,902358.77,New Melindabury,30,,,66,157,29144.04
4632,Commercial,302.49,Sold,1891459.84,Ravenfurt,3,5870,7722,123,113,
4633,Studio,170.62,Available,1486563.55,Port Hannah,19,,,164,133,24582.93
4634,Villa,332.31,Available,453453.56,New Bridget,10,6623,7576,287,76,16901.64
4635,Villa,211.82,Under Construction,2229066.24,West Sharon,23,,,371,124,35252.9
4636,Villa,435.64,Available,303030.33,Port Troyside,9,,,183,13,28690.17
4637,Villa,208.92,Under Construction,1520505.13,Gamblemouth,4,,,198,20,49093.95
4638,Studio,384.2,Reserved,1691976.79,Christianhaven,10,,,210,137,39209.11
4639,Studio,428.85,Under Construction,990034.13,Lake Gary,30,,,204,141,50301.43
4640,Commercial,417.42,Reserved,1254271.15,Veronicamouth,26,,,359,131,44287.95
4641,Villa,191.46,Under Construction,439253.58,Lake Barbara,8,,,18,91,36017.23
4642,Apartment,116.54,Available,1171117.87,Heatherport,19,,,335,120,52627.0
4643,Studio,70.7,Sold,124549.91,South George,20,6955,3557,217,134,
4644,Villa,286.69,Available,861100.25,Shaneberg,21,1246,4688,388,93,26240.39
4645,Commercial,203.37,Reserved,262219.56,Port Valerie,2,,,158,170,2206.85
4646,Villa,407.85,Reserved,583606.47,Lake Carolynton,20,,,157,170,26712.58
4647,Commercial,438.35,Sold,2075568.33,Port Gary,22,389,963,213,168,
4648,Commercial,79.79,Reserved,1295871.63,Moniqueport,18,,,311,172,44344.58
4649,Villa,324.83,Reserved,1914062.54,Dennisville,15,,,10,178,28532.37
4650,Studio,108.01,Under Construction,1188937.49,Debraton,26,,,103,70,39577.46
4651,Apartment,287.57,Reserved,222779.03,West Kylestad,0,,,384,46,5767.24
4652,Apartment,435.58,Under Construction,421923.36,Sabrinaport,27,,,308,106,19078.82
4653,Apartment,353.57,Sold,1053708.84,Simsville,9,2772,1791,91,17,
4654,Studio,110.31,Under Construction,1194719.34,Port Valerieport,2,,,222,51,34999.1
4655,Villa,222.9,Sold,2301417.88,Hendersonfort,0,4072,6666,268,149,
4656,Apartment,153.15,Under Construction,1670263.79,West John,20,,,260,139,8513.09
4657,Commercial,197.8,Sold,1865433.47,West William,9,656,2314,192,172,
4658,Villa,128.3,Under Construction,1494939.06,Port Melissaborough,28,,,310,140,10899.35
4659,Apartment,77.62,Available,1331920.23,Alyssashire,12,,,44,32,41150.64
4660,Studio,82.05,Under Construction,2298551.82,West Joseph,16,,,366,133,15094.79
4661,Studio,84.79,Available,546612.33,Owensshire,4,,,357,171,11835.2
4662,Apartment,72.63,Under Construction,2004706.13,Robertland,27,,,383,9,30741.19
4663,Apartment,196.24,Available,2379038.42,Kaylabury,24,,,16,123,23518.49
4664,Commercial,104.29,Available,721405.09,South Fred,27,,,45,73,15860.06
4665,Commercial,241.98,Sold,764187.55,Blackwellburgh,19,3868,3585,24,63,
4666,Studio,249.17,Reserved,1689768.89,North Cody,8,,,114,59,47083.33
4667,Commercial,329.72,Available,553697.26,Jessicahaven,17,,,268,88,8722.18
4668,Villa,260.12,Reserved,537333.89,Ambertown,26,,,196,37,6926.16
4669,Commercial,253.74,Reserved,850645.75,North Mark,6,,,10,174,45856.64
4670,Apartment,165.39,Sold,2447856.99,Shaneport,7,3508,3449,53,109,
4671,Commercial,349.79,Under Construction,191348.39,Port Melvinborough,28,,,191,89,31514.62
4672,Villa,268.49,Reserved,1753491.64,Johnnyfurt,26,,,296,155,30872.21
4673,Apartment,235.63,Under Construction,951449.6,South Bradleybury,24,,,161,19,17744.76
4674,Commercial,427.67,Under Construction,828111.84,Weeksview,2,,,262,142,5678.44
4675,Studio,104.42,Reserved,2150327.76,Simmonsberg,19,,,131,67,36024.74
4676,Villa,358.19,Available,2031514.79,South Heatherfurt,3,,,265,32,49747.71
4677,Commercial,263.5,Sold,483945.46,North Norma,7,462,2040,50,160,
4678,Commercial,96.52,Sold,1456261.83,East Richardburgh,11,5645,1087,386,107,
4679,Villa,187.1,Available,1417218.19,Munozville,12,,,246,5,30911.71
4680,Commercial,284.91,Sold,128673.89,South Robert,18,2824,7665,287,115,
4681,Studio,48.63,Available,1817908.17,Derrickville,16,,,203,86,13201.38
4682,Villa,305.66,Sold,1389110.98,East Antonio,4,6550,7778,107,14,
4683,Studio,442.44,Sold,2096744.4,Grayville,30,6181,1623,314,58,
4684,Commercial,206.45,Under Construction,1560211.41,West Nathanview,1,,,184,110,8802.79
4685,Apartment,195.35,Under Construction,1848024.97,Williamsview,5,,,10,52,38114.95
4686,Villa,236.06,Sold,482496.3,South Elizabeth,25,5525,4236,125,63,
4687,Commercial,368.31,Sold,719258.18,East Triciamouth,28,1336,6518,281,15,
4688,Apartment,375.5,Available,1548442.2,Lake Kyleside,17,,,288,130,23618.42
4689,Apartment,51.85,Reserved,619426.17,Townsendville,6,,,158,71,53566.11
4690,Commercial,374.46,Reserved,1458390.62,Smithstad,28,5181,5532,243,50,29046.7
4691,Villa,303.56,Under Construction,1192307.91,Lake Aprilmouth,26,,,149,90,39369.68
4692,Villa,162.57,Sold,2104318.18,Ferrellfort,10,2659,4341,304,104,
4693,Commercial,326.3,Reserved,858440.29,Moodychester,21,,,257,174,50178.63
4694,Apartment,237.25,Sold,477865.22,Port Stacey,11,6868,6877,23,82,
4695,Commercial,67.25,Sold,1764034.08,Youngchester,13,3265,1656,250,98,
4696,Apartment,394.03,Reserved,2028232.87,Micheleberg,12,,,4,3,40027.76
4697,Villa,93.67,Under Construction,280407.99,Port Katelyn,0,,,126,120,22011.72
4698,Apartment,389.79,Sold,2406253.86,West Carolynland,23,6306,4037,16,162,
4699,Villa,135.16,Reserved,1917134.39,Rivasshire,19,,,71,69,35284.41
4700,Studio,48.2,Under Construction,1380145.06,Lake Meghan,1,,,120,26,48744.54
4701,Villa,149.59,Sold,2248535.98,Johnbury,15,2018,3888,339,120,
4702,Villa,133.05,Available,237359.17,South Jason,25,4518,5682,271,84,11276.48
4703,Studio,382.36,Available,1072399.5,Christophermouth,13,5138,3758,169,102,48222.84
4704,Studio,255.46,Under Construction,1227369.86,New Annport,13,,,301,178,48800.96
4705,Studio,210.75,Available,2014980.19,Edwardhaven,29,678,1621,134,112,7838.41
4706,Apartment,299.07,Sold,1771338.29,Williamsbury,11,4201,5330,85,66,
4707,Studio,408.13,Sold,599593.6,Huertaside,2,6254,7494,225,12,
4708,Studio,285.75,Reserved,1111478.58,Port Heather,4,,,393,167,24200.76
4709,Commercial,79.29,Available,378871.66,Estradaport,11,,,180,63,50545.33
4710,Commercial,346.15,Sold,986735.77,Kingview,13,1486,4030,130,45,
4711,Apartment,378.82,Reserved,247877.15,North Jonathanview,29,,,298,175,38236.89
4712,Villa,395.29,Reserved,2105217.37,Andreamouth,3,,,364,34,23621.4
4713,Villa,344.27,Reserved,1097296.96,East Cynthia,29,,,161,1,50728.01
4714,Commercial,255.27,Sold,1923899.77,Port Kenneth,0,6883,4156,170,148,
4715,Commercial,67.61,Under Construction,1495563.63,North Christina,16,,,325,125,33916.48
4716,Villa,288.14,Under Construction,1754321.94,West Albertfurt,9,,,93,141,55250.32
4717,Villa,361.06,Available,588113.08,Monicafurt,6,,,377,174,49901.98
4718,Studio,85.66,Available,1574386.53,Jillianview,13,,,83,125,53199.72
4719,Commercial,76.97,Available,2131747.0,East Taylorside,3,,,45,146,48320.0
4720,Villa,244.07,Sold,806799.13,Nathanberg,27,4165,646,3,103,
4721,Studio,203.26,Sold,2423212.43,Michaelfurt,26,2893,2512,16,155,
4722,Villa,118.7,Under Construction,1470030.51,Lake Michaelchester,30,,,105,167,6827.96
4723,Apartment,125.43,Available,1920125.15,South Maria,24,,,41,54,19550.74
4724,Commercial,444.09,Sold,1277001.76,Ashleyton,11,1404,7148,376,86,
4725,Commercial,249.36,Sold,138971.11,New Ashleyside,17,4392,1303,395,50,
4726,Apartment,431.96,Under Construction,476871.93,Hendersonton,20,,,295,87,33223.75
4727,Commercial,199.2,Reserved,1068182.52,New Jonstad,7,,,312,122,39311.41
4728,Villa,309.77,Sold,428007.11,Jamesview,10,108,3584,400,173,
4729,Commercial,242.33,Reserved,1986669.75,Ryanview,29,5981,4268,28,153,27710.62
4730,Apartment,103.81,Available,817381.51,East Elaineside,14,,,242,39,14318.01
4731,Villa,87.21,Available,975073.76,New Patriciastad,5,,,299,122,33374.3
4732,Apartment,65.19,Under Construction,1529367.26,West Cassandra,3,,,125,25,59595.42
4733,Villa,435.11,Under Construction,2081475.03,East Michael,7,,,196,90,17447.78
4734,Studio,44.3,Under Construction,2092177.17,Howardchester,29,,,396,40,5231.77
4735,Villa,120.34,Under Construction,1383910.38,Coreyland,17,,,41,108,12345.93
4736,Studio,381.02,Reserved,1954041.26,Michelleport,7,,,241,103,45834.63
4737,Apartment,373.69,Reserved,588269.36,Christinachester,17,,,365,15,44275.76
4738,Studio,182.44,Available,1683769.66,North Karen,5,1956,6178,185,138,9077.26
4739,Commercial,327.82,Available,2431663.93,Taylorside,28,,,255,25,4528.82
4740,Villa,73.94,Sold,352910.08,Whitehaven,23,1066,1113,230,94,
4741,Studio,213.68,Sold,762411.45,Johntown,26,410,274,316,116,
4742,Studio,369.87,Available,1210778.74,Woodsburgh,4,4129,3445,13,105,30103.17
4743,Villa,332.57,Available,936824.01,North Austin,8,,,315,70,22486.02
4744,Studio,349.12,Sold,1961102.28,Riceland,27,2492,7807,136,38,
4745,Commercial,40.98,Sold,402286.67,Frazierfort,28,6318,5374,9,147,
4746,Villa,123.44,Reserved,911421.15,South Joburgh,16,,,289,51,18903.99
4747,Studio,312.44,Under Construction,2078931.32,Lake Lindsey,5,,,339,168,13141.04
4748,Apartment,268.64,Available,951149.82,New Keithville,4,,,336,49,31335.12
4749,Villa,292.61,Available,2239319.56,Jamiefurt,17,,,78,130,13152.97
4750,Commercial,71.11,Reserved,1586669.2,East Austinberg,17,,,374,128,24859.59
4751,Studio,102.6,Sold,336863.56,Clineburgh,28,1848,5602,7,60,
4752,Studio,266.95,Sold,786152.96,Toddport,7,3908,4840,125,149,
4753,Villa,448.93,Available,1044457.01,South Karltown,27,,,301,113,14312.62
4754,Commercial,295.97,Under Construction,648424.48,Juliefurt,7,,,2,68,30656.99
4755,Studio,235.27,Reserved,1161216.19,South Jasonmouth,3,,,305,129,48172.97
4756,Commercial,124.89,Under Construction,2265552.9,Port Pamelabury,12,,,123,26,47897.75
4757,Villa,173.25,Under Construction,492476.14,Lake Maryfort,12,,,244,75,18213.03
4758,Villa,173.04,Available,1414486.26,Boyerchester,21,,,349,14,4689.35
4759,Studio,414.46,Sold,291753.4,New Deannaside,12,4864,5236,237,11,
4760,Commercial,150.9,Under Construction,317754.22,Lake Kristen,12,,,285,3,16887.02
4761,Apartment,382.63,Reserved,1557180.74,Kennethfort,8,,,287,13,15184.75
4762,Studio,396.78,Sold,2011744.55,Port William,26,1701,6864,367,49,
4763,Commercial,347.76,Available,2126700.11,Port Paula,19,,,16,64,37939.68
4764,Studio,243.1,Available,966140.81,Lisabury,23,2908,6298,40,99,14978.31
4765,Apartment,266.33,Available,2229256.25,Madisonville,19,,,5,112,36450.94
4766,Villa,416.64,Available,924447.56,Port Jonathan,30,,,53,144,42318.0
4767,Villa,304.2,Available,1692562.92,Sharimouth,21,,,74,112,39412.44
4768,Apartment,126.99,Sold,401797.7,Lake Andrew,27,120,5878,128,131,
4769,Commercial,441.13,Under Construction,160973.07,Leeberg,5,,,309,165,29128.72
4770,Commercial,211.41,Reserved,932046.45,North Scott,5,,,311,39,47355.06
4771,Apartment,344.32,Sold,2267801.06,New Garrett,20,4680,6039,85,46,
4772,Studio,199.13,Reserved,1432239.84,South Matthew,11,,,177,57,53753.81
4773,Commercial,447.45,Available,2424771.19,Tammyville,20,,,107,83,43634.94
4774,Commercial,94.44,Under Construction,106805.73,South Theresahaven,21,,,370,61,49862.66
4775,Villa,383.99,Available,1878584.23,Garciaborough,19,6615,4211,51,142,18235.56
4776,Villa,300.52,Reserved,824808.68,Robintown,3,,,398,178,28137.6
4777,Studio,193.71,Sold,2288418.21,Contrerasfort,19,3727,2789,296,51,
4778,Villa,132.18,Under Construction,1465146.72,West Isaac,17,,,106,174,22936.93
4779,Studio,310.17,Sold,1433179.7,Port Briannafurt,23,2005,4234,134,117,
4780,Studio,418.45,Under Construction,298949.77,Christopherfurt,19,,,341,65,14797.17
4781,Apartment,353.03,Available,953527.76,West Allisonmouth,25,,,139,88,11615.46
4782,Studio,243.88,Under Construction,1647748.05,Elliottburgh,12,,,62,145,4599.95
4783,Apartment,156.02,Under Construction,2033085.22,Harmonberg,26,,,151,144,32174.18
4784,Apartment,49.68,Under Construction,740779.96,Port Meredith,4,,,303,11,39070.16
4785,Apartment,117.73,Sold,2077108.95,Liuchester,17,6164,7137,44,66,
4786,Villa,315.78,Sold,1204878.7,Hollowayville,18,5302,2674,138,142,
4787,Apartment,414.98,Available,1009911.89,Montoyaton,16,,,34,2,15634.26
4788,Commercial,309.48,Sold,1454573.21,Theresaport,21,6934,4764,13,93,
4789,Villa,174.13,Reserved,891978.18,Davidsonton,15,,,246,64,25096.2
4790,Commercial,155.82,Under Construction,1790091.45,Lisafort,3,,,144,11,39778.79
4791,Apartment,217.92,Reserved,1024743.96,Port Heatherton,18,,,270,74,23172.97
4792,Villa,152.64,Sold,259956.82,Ginabury,5,6043,4796,15,51,
4793,Studio,146.3,Sold,836943.3,Catherineberg,9,2988,1739,20,139,
4794,Commercial,262.29,Available,1945781.85,Kellyland,25,,,85,125,24950.72
4795,Villa,427.07,Reserved,2077007.41,Thomasport,3,,,50,175,59118.51
4796,Villa,398.62,Sold,1560978.58,East Juanhaven,13,6864,6193,202,94,
4797,Villa,283.37,Sold,367339.01,Lopezfurt,0,5661,751,222,122,
4798,Villa,334.8,Available,1520506.8,Port Michael,7,,,286,66,31402.06
4799,Studio,322.71,Under Construction,1137917.21,East Carol,23,,,203,58,32383.86
4800,Studio,200.32,Under Construction,1807558.69,South Nicholasstad,14,,,200,29,52843.44
4801,Apartment,383.95,Reserved,1975761.92,North Robertburgh,12,,,351,38,2799.69
4802,Commercial,413.43,Available,723445.52,Smithhaven,16,,,301,85,53502.49
4803,Apartment,116.74,Reserved,1127132.09,New Robin,26,,,139,125,45465.13
4804,Commercial,300.72,Reserved,1069008.75,West David,18,,,127,44,41360.18
4805,Villa,262.81,Available,725553.95,Wattsmouth,17,,,354,78,39487.11
4806,Studio,119.76,Sold,1750271.3,Lake Charles,28,5185,1433,212,149,
4807,Studio,36.29,Sold,1394492.66,Griffinhaven,15,5456,5721,63,53,
4808,Commercial,201.44,Reserved,792604.25,South Zoemouth,8,,,327,49,31911.06
4809,Villa,302.8,Available,2415015.05,North Elizabethstad,16,,,35,21,50317.74
4810,Apartment,332.62,Under Construction,1223468.93,Hamiltonstad,28,,,2,82,24744.36
4811,Apartment,48.5,Sold,929787.41,East Keith,10,6127,1186,212,47,
4812,Villa,387.08,Under Construction,990860.23,West Josephhaven,2,,,65,59,28771.93
4813,Villa,147.81,Available,721625.26,East Susanport,12,,,131,123,5588.56
4814,Commercial,289.73,Under Construction,1147770.04,Alvarezview,10,,,27,63,37145.73
4815,Studio,261.96,Sold,2007169.24,Port Jacobhaven,0,6521,7204,231,164,
4816,Studio,346.67,Available,1940061.94,New Melissa,10,,,342,157,30955.86
4817,Apartment,181.86,Reserved,2336919.65,East Terrimouth,8,,,110,161,5147.65
4818,Commercial,98.34,Under Construction,1078017.78,Lutzburgh,18,,,380,25,37609.54
4819,Studio,38.4,Available,1812340.91,New Michaelhaven,19,,,344,22,34406.14
4820,Studio,236.15,Available,1087562.85,Wilsonshire,30,,,195,79,32130.25
4821,Villa,102.14,Sold,316343.76,North Elijahburgh,15,3319,5286,135,18,
4822,Commercial,155.2,Sold,1788286.74,New Nicholasmouth,28,5530,998,156,108,
4823,Villa,279.14,Under Construction,1226301.39,West Haley,9,,,366,111,35148.22
4824,Apartment,267.09,Under Construction,802252.72,East Ralphton,25,,,183,177,7652.44
4825,Apartment,407.16,Available,1519782.59,Wallbury,14,,,89,80,42469.38
4826,Villa,227.56,Reserved,1903377.42,Port Elizabeth,3,,,340,18,35900.84
4827,Apartment,57.33,Reserved,2230737.74,Port Heather,6,1655,959,79,3,19721.1
4828,Apartment,92.22,Reserved,265700.47,Port Ashleyborough,15,,,196,38,43785.54
4829,Commercial,327.15,Available,1765397.21,Port Shawnfurt,9,,,386,8,55113.66
4830,Studio,179.81,Sold,1424775.99,South Christopher,0,3334,159,374,104,
4831,Villa,292.09,Reserved,2449730.48,New Sandrachester,5,,,183,174,20116.08
4832,Apartment,431.88,Available,414399.12,Port Ryan,4,,,56,10,46312.08
4833,Studio,297.65,Reserved,2051395.29,Bergfurt,4,,,251,48,3663.76
4834,Apartment,67.42,Sold,220754.66,West Sandraview,24,3269,5531,349,153,
4835,Commercial,281.08,Reserved,1527193.37,Lake Deborahhaven,15,,,44,104,54554.08
4836,Studio,229.06,Available,216720.18,Lake Michael,8,,,123,65,14152.71
4837,Studio,38.35,Under Construction,1952950.59,New Alexis,22,,,268,4,49304.77
4838,Apartment,449.15,Sold,1059876.4,Heathershire,28,3982,5322,264,23,
4839,Apartment,43.01,Reserved,625088.21,Lake Allenfurt,26,,,248,118,36090.59
4840,Commercial,434.21,Under Construction,303767.45,Lake Christine,12,,,99,48,9051.24
4841,Villa,326.23,Under Construction,1684657.28,West Ashleyfort,6,,,228,50,16529.37
4842,Apartment,372.46,Available,365507.95,Buckleyfort,28,1683,7011,148,40,55693.03
4843,Studio,118.43,Under Construction,249313.31,South Jonathon,25,,,399,77,21692.28
4844,Studio,112.95,Reserved,1341006.0,East Misty,0,2001,2737,268,177,41837.1
4845,Villa,238.73,Available,1668487.96,Port Timothymouth,3,,,223,141,23165.39
4846,Commercial,46.59,Under Construction,2436457.1,Thompsonhaven,17,,,272,45,49525.98
4847,Commercial,65.47,Available,1150482.17,East Justinville,29,,,341,167,38831.11
4848,Villa,114.1,Available,1466072.1,Penatown,2,,,375,57,32951.62
4849,Apartment,121.43,Under Construction,395965.26,Maxhaven,30,,,199,12,46019.81
4850,Apartment,168.87,Available,647899.31,Pamelaville,23,,,361,122,44796.94
4851,Villa,340.47,Sold,727184.06,New Natasha,25,5552,6956,249,67,
4852,Apartment,397.12,Sold,1736212.9,North Cindy,12,4864,5236,381,144,
4853,Studio,178.49,Available,1097349.64,Wardburgh,16,,,365,75,44149.16
4854,Studio,122.81,Reserved,1198463.94,Aguilarhaven,23,3416,3400,11,75,39906.38
4855,Studio,258.89,Sold,1540404.45,Andrewville,25,4591,161,186,103,
4856,Apartment,261.68,Sold,538107.24,Lucasborough,30,3506,4377,12,142,
4857,Villa,205.24,Under Construction,1353364.46,Osborneview,8,,,220,146,47243.64
4858,Commercial,306.37,Sold,1095147.82,New Shannon,28,6,5798,310,89,
4859,Commercial,439.38,Sold,314099.03,Emilyport,23,2917,5113,396,52,
4860,Villa,120.82,Reserved,886215.89,East Katherine,10,,,94,108,15257.18
4861,Villa,294.56,Sold,146899.29,West Ericachester,12,4729,7668,264,25,
4862,Commercial,108.64,Reserved,768700.73,East Darlenechester,4,,,175,12,41634.05
